name	descr	pvalue	qvalue	NES	ES
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.154411764705882	0.842667093619003	1.14381606565008	0.291368929120757
HALLMARK_MITOTIC_SPINDLE%MSIGDBHALLMARK%HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.832116788321168	1	0.86402762245899	0.22564273206524
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0448430493273543	0.605676185980647	1.37152201175247	0.403161100234911
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.156046814044213	0.842722822887946	-1.2330620450074	-0.43582847420524
HALLMARK_GLYCOLYSIS%MSIGDBHALLMARK%HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	0.581005586592179	1	0.941807467052563	0.256209853596691
HALLMARK_WNT_BETA_CATENIN_SIGNALING%MSIGDBHALLMARK%HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.816239316239316	1	-0.742922166981336	-0.305914891652138
HALLMARK_SPERMATOGENESIS%MSIGDBHALLMARK%HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.503364737550471	1	-0.991313738130546	-0.382252504538647
HALLMARK_APOPTOSIS%MSIGDBHALLMARK%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	0.557575757575758	1	-0.947761369588087	-0.312611663244367
HALLMARK_COMPLEMENT%MSIGDBHALLMARK%HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	0.502702702702703	1	0.972247759341461	0.260649254449141
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	0.582943925233645	1	-0.943775766399238	-0.299815476387597
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.848225214198286	1	-0.784924844294497	-0.257290715478735
HALLMARK_FATTY_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	0.638297872340426	1	0.924518083050138	0.254487766409754
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.00719424460431655	0.395619218910586	2.1605016668347	0.579786175163456
HALLMARK_HEDGEHOG_SIGNALING%MSIGDBHALLMARK%HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	0.0476190476190476	0.616146458583433	1.63875836469717	0.698417805226141
HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.512605042016807	1	0.990712606323608	0.299352077790529
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.00606060606060606	0.387163691224541	1.49085512031687	0.403159632077423
HALLMARK_TGF_BETA_SIGNALING%MSIGDBHALLMARK%HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	0.433470507544582	1	-1.04053670459168	-0.407104587515069
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.330827067669173	1	1.03916643076371	0.267397225499927
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.587855297157623	1	-0.928979128963088	-0.319592400564686
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.425614489003881	1	-1.02549581316778	-0.364465817092159
HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.00951248513674197	0.402864992150706	-1.48617500911796	-0.479188973583422
HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	0.291666666666667	0.975718771360219	-1.10232406134922	-0.346600353072321
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.824969400244798	1	-0.799496884088169	-0.262067288129928
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.58	1	-0.937862461995146	-0.316696652448486
HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.32972972972973	1	1.06409217949845	0.285271763896164
HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.0687830687830688	0.681957091733692	1.31329893745035	0.369299838886876
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.960687960687961	1	-0.672094739167192	-0.223587137271122
HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	0.744011976047904	1	-0.809764501340193	-0.359445925194613
HALLMARK_HEME_METABOLISM%MSIGDBHALLMARK%HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	0.482476635514019	1	-0.995012891425852	-0.315667125614476
HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	0.211886304909561	0.904998441011085	-1.18069098834383	-0.406187669373236
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.843866171003718	1	-0.77135358413708	-0.258202922087235
HALLMARK_PANCREAS_BETA_CELLS%MSIGDBHALLMARK%HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.397239263803681	1	-1.07226148454406	-0.50672378221768
HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	0.988902589395808	1	-0.573396619789633	-0.191774727609532
HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	0.192307692307692	0.89188484708063	1.22674386277173	0.485121026774342
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.0409090909090909	0.598824934718596	1.39878722116172	0.40009541437741
HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.143835616438356	0.831091009045929	1.1652095270411	0.309281625944847
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	0.398936170212766	1	1.02455758471289	0.282025171894463
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.00230149597238205	0.387163691224541	-1.59214116307303	-0.498913743618933
HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	0.707964601769911	1	0.889583244062848	0.260877525446644
HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.00549450549450549	0.387163691224541	2.02908957975954	0.547834366583915
HALLMARK_BILE_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	0.0156657963446475	0.475411561618458	-1.54253880624362	-0.548528556116115
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.683823529411765	1	0.916499882537145	0.2383656817243
HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	0.349137931034483	1	1.06281524886055	0.321474877879434
HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.143042912873862	0.830533786081021	-1.23996748508222	-0.438813382092468
HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.958776595744681	1	-0.624017798766118	-0.229243674504632
HALLMARK_NOTCH_SIGNALING%MSIGDBHALLMARK%HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	0.0571847507331378	0.636730172795747	-1.41966614794947	-0.609559294664901
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDBHALLMARK%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.422283356258597	1	-1.05080962302021	-0.414817083487849
HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	0.201058201058201	0.899586933636854	1.13643958505265	0.31956696506539
HALLMARK_IL2_STAT5_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	0.00684931506849315	0.393295019157088	1.63985513256403	0.433085540253936
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION	0.0564516129032258	0.634550915762528	1.38359651481823	0.420397218742763
SUPERPATHWAY OF D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE METABOLISM%BIOCYC%PWY-6358	SUPERPATHWAY OF D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE METABOLISM	0.997067448680352	1	-0.422619902284892	-0.18145948603495
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7211	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.982608695652174	1	-0.53064183386639	-0.223859110081209
SUPERPATHWAY OF GERANYLGERANYLDIPHOSPHATE BIOSYNTHESIS I (VIA MEVALONATE)%BIOCYC%PWY-5910	SUPERPATHWAY OF GERANYLGERANYLDIPHOSPHATE BIOSYNTHESIS I (VIA MEVALONATE)	1	1	-0.416730151489218	-0.202285596423358
SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS%BIOCYC%PWY-6371	SUPERPATHWAY OF INOSITOL PHOSPHATE COMPOUNDS	0.735142118863049	1	-0.840403826945604	-0.289120248371012
AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	AEROBIC RESPIRATION I (CYTOCHROME C)	0.139650872817955	0.823071507833288	-1.24837425046856	-0.418882919206781
PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-841	PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.644662921348315	1	-0.886981088801444	-0.359569236416608
GUANOSINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7228	GUANOSINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.700920245398773	1	-0.829345874680066	-0.39192798066715
GLUTATHIONE-MEDIATED DETOXIFICATION I%BIOCYC%PWY-4061	GLUTATHIONE-MEDIATED DETOXIFICATION I	0.0784313725490196	0.696050177996271	1.50264443588273	0.640407793822871
CHOLESTEROL BIOSYNTHESIS III (VIA DESMOSTEROL)%BIOCYC%PWY66-4	CHOLESTEROL BIOSYNTHESIS III (VIA DESMOSTEROL)	0.936434108527132	1	-0.608464273642723	-0.295355538965142
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS	0.015748031496063	0.475451597962019	-1.5520417634053	-0.581781364657094
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%BIOCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS	0.99438202247191	1	-0.479018120389955	-0.195312622527318
D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE BIOSYNTHESIS%BIOCYC%PWY-6351	D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE BIOSYNTHESIS	0.759259259259259	1	-0.787605220693554	-0.324314142801961
L-ISOLEUCINE DEGRADATION%BIOCYC%ILEUDEG-PWY	L-ISOLEUCINE DEGRADATION	0.962790697674419	1	-0.544816006358673	-0.26445993982777
SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835	SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS	0.691394658753709	1	-0.843606724499234	-0.366862886080114
NEOLACTO-SERIES GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7841	NEOLACTO-SERIES GLYCOSPHINGOLIPIDS BIOSYNTHESIS	0.869767441860465	1	-0.686295999699472	-0.333135951708942
PLASMALOGEN BIOSYNTHESIS%BIOCYC%PWY-7782	PLASMALOGEN BIOSYNTHESIS	0.661042944785276	1	-0.860707253853851	-0.40674857890701
SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY0-162	SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.971014492753623	1	0.551297714819869	0.223309018567639
3-PHOSPHOINOSITIDE DEGRADATION%BIOCYC%PWY-6368	3-PHOSPHOINOSITIDE DEGRADATION	0.985029940119761	1	-0.516526915079612	-0.229280852113707
ARACHIDONATE METABOLITES BIOSYNTHESIS%BIOCYC%PWY-8397	ARACHIDONATE METABOLITES BIOSYNTHESIS	0.0898203592814371	0.724162257495591	1.44475824152325	0.558703966203967
D-<I>MYO< I>-INOSITOL (1,3,4)-TRISPHOSPHATE BIOSYNTHESIS%BIOCYC%PWY-6364	D-<I>MYO< I>-INOSITOL (1,3,4)-TRISPHOSPHATE BIOSYNTHESIS	0.908571428571429	1	0.652963234192947	0.273849979278906
CDP-DIACYLGLYCEROL BIOSYNTHESIS%BIOCYC%PWY-5667	CDP-DIACYLGLYCEROL BIOSYNTHESIS	0.948249619482496	1	-0.585912050934074	-0.269152955180045
GLUCONEOGENESIS%BIOCYC%PWY66-399	GLUCONEOGENESIS	0.025	0.564010989010989	1.63238178849019	0.615146541163408
GLYCOGENOLYSIS%BIOCYC%PWY-5941	GLYCOGENOLYSIS	0.907563025210084	1	0.640483428121224	0.272965825705978
L-VALINE DEGRADATION%BIOCYC%VALDEG-PWY	L-VALINE DEGRADATION	0.392638036809816	1	-1.07440332995477	-0.50773596443544
PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7184	PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS	0.62015503875969	1	-0.889253991183022	-0.431654089188128
D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE DEGRADATION%BIOCYC%PWY-6363	D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE DEGRADATION	0.982608695652174	1	0.472400550437102	0.191350880754857
L-LEUCINE DEGRADATION%BIOCYC%LEU-DEG2-PWY	L-LEUCINE DEGRADATION	0.368992248062016	1	-1.10944614809176	-0.538537888281754
PHOSPHOLIPASES%BIOCYC%LIPASYN-PWY	PHOSPHOLIPASES	0.689606741573034	1	-0.852280941095123	-0.347505070580268
CHOLESTEROL BIOSYNTHESIS I%BIOCYC%PWY66-341	CHOLESTEROL BIOSYNTHESIS I	0.936434108527132	1	-0.608464273642723	-0.295355538965142
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOSIDE SALVAGE%BIOCYC%PWY-7200	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOSIDE SALVAGE	0.888036809815951	1	-0.662377677874216	-0.313023014467136
SUPERPATHWAY OF L-TRYPTOPHAN UTILIZATION%BIOCYC%PWY66-401	SUPERPATHWAY OF L-TRYPTOPHAN UTILIZATION	0.991573033707865	1	-0.486546292599642	-0.198382124482514
TRNA CHARGING%BIOCYC%TRNA-CHARGING-PWY	TRNA CHARGING	0.209333333333333	0.899586933636854	-1.20220239524712	-0.451480928388639
SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE%BIOCYC%PWY66-409	SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE	0.696629213483146	1	-0.851338551282641	-0.345120269960171
PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP%BIOCYC%PWY-7210	PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP	0.964341085271318	1	-0.541865869046702	-0.263027909331416
TCA CYCLE%BIOCYC%PWY66-398	TCA CYCLE	0.951289398280802	1	-0.607197068137739	-0.252750164258919
L-TRYPTOPHAN DEGRADATION (KYNURENINE PATHWAY)%BIOCYC%TRYPTOPHAN-DEGRADATION-1	L-TRYPTOPHAN DEGRADATION (KYNURENINE PATHWAY)	0.996899224806202	1	-0.447688313066688	-0.217313043217141
GLYCOLYSIS%BIOCYC%PWY66-400	GLYCOLYSIS	0.00666666666666667	0.393295019157088	1.8294172884775	0.662945875462645
3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	3-PHOSPHOINOSITIDE BIOSYNTHESIS	0.588720770288858	1	-0.924574408353024	-0.364984533010057
UDP-<I>N< I>-ACETYL-D-GALACTOSAMINE BIOSYNTHESIS II%BIOCYC%PWY-5514	UDP-<I>N< I>-ACETYL-D-GALACTOSAMINE BIOSYNTHESIS II	0.928571428571429	1	0.61527730216123	0.258044661053374
D-<I>MYO< I>-INOSITOL-5-PHOSPHATE METABOLISM%BIOCYC%PWY-6367	D-<I>MYO< I>-INOSITOL-5-PHOSPHATE METABOLISM	0.911242603550296	1	0.662121641063844	0.261838791381159
1D-<I>MYO< I>-INOSITOL HEXAKISPHOSPHATE BIOSYNTHESIS II (MAMMALIAN)%BIOCYC%PWY-6362	1D-<I>MYO< I>-INOSITOL HEXAKISPHOSPHATE BIOSYNTHESIS II (MAMMALIAN)	0.908571428571429	1	0.652963234192947	0.273849979278906
CHOLESTEROL BIOSYNTHESIS II (VIA 24,25-DIHYDROLANOSTEROL)%BIOCYC%PWY66-3	CHOLESTEROL BIOSYNTHESIS II (VIA 24,25-DIHYDROLANOSTEROL)	0.936434108527132	1	-0.608464273642723	-0.295355538965142
SUPERPATHWAY OF METHIONINE DEGRADATION%BIOCYC%PWY-5328	SUPERPATHWAY OF METHIONINE DEGRADATION	0.727409638554217	1	-0.806411987277526	-0.363418224387925
DIACYLGLYCEROL AND TRIACYLGLYCEROL BIOSYNTHESIS%BIOCYC%TRIGLSYN-PWY	DIACYLGLYCEROL AND TRIACYLGLYCEROL BIOSYNTHESIS	0.86144578313253	1	-0.686811667833893	-0.309519055707196
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN	0.182795698924731	0.879585992288092	1.25350615599038	0.442142947558734
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	ANDROGENRECEPTOR	0.923076923076923	1	0.744577599567319	0.215831989649409
CD40%IOB%CD40	CD40	0.969325153374233	1	-0.561779598038594	-0.265482894605591
CXCR4%IOB%CXCR4	CXCR4	0.66490765171504	1	-0.87495232005709	-0.322701071682686
EGFR1%IOB%EGFR1	EGFR1	0.949367088607595	1	0.824455495042639	0.201621798325354
EPO%IOB%EPO	EPO	0.0113960113960114	0.437196095829636	-1.60223482000888	-0.659756180591409
FAS%IOB%FAS	FAS	0.00902061855670103	0.400741752879172	-1.55140638984689	-0.544369228048234
G-CSF%IOB%G-CSF	G-CSF	0.942073170731707	1	0.624473422745312	0.238205787248155
GM-CSF%IOB%GM-CSF	GM-CSF	0.0942126514131898	0.733214285714286	-1.35848540581375	-0.523834613379603
ID%IOB%ID	ID	0.380952380952381	1	1.0538818219048	0.449150921135648
IFN-ALPHA%IOB%IFN-ALPHA	IFN-ALPHA	0.232193732193732	0.92753194961264	-1.21284217923249	-0.499415013228929
IFN-GAMMA%IOB%IFN-GAMMA	IFN-GAMMA	0.344879518072289	1	-1.11391348464311	-0.501997077297227
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR	0.824	1	-0.758526719691101	-0.284860809600478
M-CSF%IOB%M-CSF	M-CSF	0.196107784431138	0.894473836304628	-1.24988016735268	-0.554808629413776
NOTCH%IOB%NOTCH	NOTCH	0.305851063829787	0.99423866938312	-1.1187287816078	-0.410984265476028
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	TGF_BETA_RECEPTOR	0.188888888888889	0.886037065244986	1.17437237580776	0.314732452128063
TNFALPHA%IOB%TNFALPHA	TNFALPHA	0.338345864661654	1	1.02802588272301	0.262885475664078
TNFSF1%IOB%TNFSF1	TNFSF1	0.965714285714286	1	0.533403858565536	0.223707290037554
TNFSF3%IOB%TNFSF3	TNFSF3	0.843558282208589	1	-0.706285116238058	-0.333772564419195
TRAIL%IOB%TRAIL	TRAIL	0.552278820375335	1	-0.952174872585003	-0.366070604522004
WNT%IOB%WNT	WNT	0.472727272727273	1	0.99434756518771	0.345233659411731
PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY	0.831908831908832	1	-0.725233942431338	-0.298631367836019
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY	0.733606557377049	1	0.844376684125617	0.266086107533817
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	0.0112994350282486	0.437196095829636	1.47009306075205	0.398486213465838
PID_FANCONI_PATHWAY%MSIGDB_C2%PID_FANCONI_PATHWAY	PID_FANCONI_PATHWAY	0.722908093278464	1	-0.825411401613409	-0.322937928764294
PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY	PID_TGFBR_PATHWAY	0.719101123595506	1	-0.831608495170183	-0.337121992093391
PID_NECTIN_PATHWAY%MSIGDB_C2%PID_NECTIN_PATHWAY	PID_NECTIN_PATHWAY	0.490853658536585	1	0.966022398084604	0.368489862744637
PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	PID_ARF6_TRAFFICKING_PATHWAY	0.662068965517241	1	0.857568686741531	0.301813211207767
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.231428571428571	0.926511902652253	1.22611242062613	0.514226289320995
PID_EPHB_FWD_PATHWAY%MSIGDB_C2%PID_EPHB_FWD_PATHWAY	PID_EPHB_FWD_PATHWAY	0.92814371257485	1	0.645034482043742	0.249441957206763
PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY	PID_MYC_PATHWAY	0.994011976047904	1	0.503481379686749	0.194701809379716
PID_HIF1_TFPATHWAY%MSIGDB_C2%PID_HIF1_TFPATHWAY	PID_HIF1_TFPATHWAY	0.182926829268293	0.879585992288092	1.24633525934191	0.475415383286465
PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY	0.170658682634731	0.863535375323555	1.27119399881835	0.491584756911087
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	BIOCARTA_STRESS_PATHWAY	0.206231454005935	0.899586933636854	-1.24372266600548	-0.540863027146768
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY%MSIGDB_C2%PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	0.365131578947368	1	1.03614926046877	0.377697140989917
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY	0.950920245398773	1	-0.593072755669291	-0.28027125306174
PID_RAS_PATHWAY%MSIGDB_C2%PID_RAS_PATHWAY	PID_RAS_PATHWAY	0.571014492753623	1	0.892089129562184	0.361350215395834
BIOCARTA_IL2_PATHWAY%MSIGDB_C2%BIOCARTA_IL2_PATHWAY	BIOCARTA_IL2_PATHWAY	0.851162790697674	1	-0.703941129527772	-0.341701100159396
PID_ERBB2_ERBB3_PATHWAY%MSIGDB_C2%PID_ERBB2_ERBB3_PATHWAY	PID_ERBB2_ERBB3_PATHWAY	0.590504451038576	1	-0.924192440645875	-0.401907543197965
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	PID_IL2_STAT5_PATHWAY	0.636666666666667	1	0.864157756501512	0.313154261758676
PID_REELIN_PATHWAY%MSIGDB_C2%PID_REELIN_PATHWAY	PID_REELIN_PATHWAY	0.863768115942029	1	0.707706323023052	0.286663993301745
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	BIOCARTA_P38MAPK_PATHWAY	0.0498533724340176	0.623380566801619	-1.4420473333335	-0.619169060732902
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY	0.834319526627219	1	0.727469018251102	0.28768068689019
PID_P38_ALPHA_BETA_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_PATHWAY	PID_P38_ALPHA_BETA_PATHWAY	0.726027397260274	1	-0.809407161225332	-0.371820871477862
BIOCARTA_41BB_PATHWAY%MSIGDB_C2%BIOCARTA_41BB_PATHWAY	BIOCARTA_41BB_PATHWAY	0.586046511627907	1	-0.922681962044852	-0.447880409743152
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	PID_IL4_2PATHWAY	0.698924731182796	1	0.83624912803095	0.289479327542166
PID_NCADHERIN_PATHWAY%MSIGDB_C2%PID_NCADHERIN_PATHWAY	PID_NCADHERIN_PATHWAY	0.39375	1	1.03598474717123	0.3904003575719
