ENSG00000160679
ENSG00000100324
ENSG00000108582
ENSG00000241258
ENSG00000168092
ENSG00000132341
ENSG00000213139
ENSG00000187742
ENSG00000118507
ENSG00000117592
ENSG00000057663
ENSG00000130023
ENSG00000115042
ENSG00000059378
ENSG00000205138
ENSG00000108298
ENSG00000089063
ENSG00000063322
ENSG00000125871
ENSG00000140992
ENSG00000155906
ENSG00000131368
ENSG00000117360
ENSG00000232931
ENSG00000160214
ENSG00000153563
ENSG00000112592
ENSG00000110042
ENSG00000196655
ENSG00000106537
ENSG00000105968
ENSG00000187713
ENSG00000179152
ENSG00000149657
ENSG00000170779
ENSG00000134597
ENSG00000143319
ENSG00000198915
ENSG00000132394
ENSG00000143183
ENSG00000196218
ENSG00000059145
ENSG00000103248
ENSG00000119640
ENSG00000166908
ENSG00000257176
ENSG00000173614
ENSG00000125898
ENSG00000181284
ENSG00000125352
ENSG00000139597
ENSG00000100393
ENSG00000232629
ENSG00000105856
ENSG00000118689
ENSG00000182934
ENSG00000185187
ENSG00000124641
ENSG00000151883
ENSG00000131013
ENSG00000143179
ENSG00000168710
ENSG00000168826
ENSG00000176595
ENSG00000185024
ENSG00000177548
ENSG00000197021
ENSG00000100591
ENSG00000153879
ENSG00000061794
ENSG00000119414
ENSG00000145331
ENSG00000197620
ENSG00000134287
ENSG00000157303
ENSG00000160753
ENSG00000117479
ENSG00000159202
ENSG00000128891
ENSG00000178188
ENSG00000177192
ENSG00000101751
ENSG00000115548
ENSG00000179387
ENSG00000274828
ENSG00000138764
ENSG00000133639
ENSG00000140853
ENSG00000112079
ENSG00000112343
ENSG00000168016
ENSG00000053372
ENSG00000175538
ENSG00000130270
ENSG00000113593
ENSG00000126391
ENSG00000157870
ENSG00000153574
ENSG00000160072
ENSG00000133243
ENSG00000185591
ENSG00000148296
ENSG00000205643
ENSG00000188825
ENSG00000101158
ENSG00000152242
ENSG00000196782
ENSG00000184381
ENSG00000150681
ENSG00000196526
ENSG00000163904
ENSG00000007968
ENSG00000197798
ENSG00000132879
ENSG00000243943
ENSG00000179523
ENSG00000079435
ENSG00000162851
ENSG00000168522
ENSG00000108469
ENSG00000115694
ENSG00000159110
ENSG00000250462
ENSG00000116990
ENSG00000110871
ENSG00000146476
ENSG00000150593
ENSG00000135317
ENSG00000167904
ENSG00000063978
ENSG00000181027
ENSG00000224660
ENSG00000145882
ENSG00000279369
ENSG00000213058
ENSG00000101161
ENSG00000114988
ENSG00000153046
ENSG00000067208
ENSG00000177352
ENSG00000256537
ENSG00000070785
ENSG00000228903
ENSG00000198001
ENSG00000164305
ENSG00000197170
ENSG00000006744
ENSG00000205981
ENSG00000163513
ENSG00000143258
ENSG00000162997
ENSG00000170633
ENSG00000158526
ENSG00000108306
ENSG00000143013
ENSG00000140259
ENSG00000088766
ENSG00000048544
ENSG00000135924
ENSG00000139579
ENSG00000187961
ENSG00000143502
ENSG00000064726
ENSG00000285410
ENSG00000132591
ENSG00000136935
ENSG00000132635
ENSG00000091542
ENSG00000126003
ENSG00000187815
ENSG00000198663
ENSG00000168118
ENSG00000143793
ENSG00000125629
ENSG00000129083
ENSG00000164023
ENSG00000137500
ENSG00000163050
ENSG00000177406
ENSG00000248487
ENSG00000106638
ENSG00000123700
ENSG00000170502
ENSG00000130363
ENSG00000164308
ENSG00000143178
ENSG00000125755
ENSG00000119392
ENSG00000272398
ENSG00000213639
ENSG00000177951
ENSG00000240230
ENSG00000103512
ENSG00000204131
ENSG00000103429
ENSG00000108592
ENSG00000183665
ENSG00000196792
ENSG00000119953
ENSG00000162819
ENSG00000134262
ENSG00000278133
ENSG00000176171
ENSG00000025772
ENSG00000140548
ENSG00000033800
ENSG00000067596
ENSG00000066379
ENSG00000143569
ENSG00000135093
ENSG00000120896
ENSG00000180902
ENSG00000130714
ENSG00000041880
ENSG00000156983
ENSG00000140153
ENSG00000198900
ENSG00000118197
ENSG00000124602
ENSG00000148634
ENSG00000073464
ENSG00000167977
ENSG00000100368
ENSG00000111707
ENSG00000167107
ENSG00000177337
ENSG00000064419
ENSG00000085644
ENSG00000121741
ENSG00000167775
ENSG00000132824
ENSG00000148481
ENSG00000223705
ENSG00000107537
ENSG00000132359
ENSG00000133624
ENSG00000126012
ENSG00000131788
ENSG00000132256
ENSG00000161021
ENSG00000163867
ENSG00000119943
ENSG00000160124
ENSG00000133805
