ENSG00000179388
ENSG00000123689
ENSG00000125740
ENSG00000073756
ENSG00000274008
ENSG00000153234
ENSG00000154165
ENSG00000122877
ENSG00000144655
ENSG00000236525
ENSG00000113070
ENSG00000090104
ENSG00000036448
ENSG00000138670
ENSG00000218809
ENSG00000169429
ENSG00000276345
ENSG00000161960
ENSG00000173334
ENSG00000112149
ENSG00000262539
ENSG00000158050
ENSG00000170160
ENSG00000160321
ENSG00000110848
ENSG00000042832
ENSG00000227155
ENSG00000123358
ENSG00000204792
ENSG00000186594
ENSG00000099985
ENSG00000234389
ENSG00000275895
ENSG00000255423
ENSG00000258441
ENSG00000216490
ENSG00000165548
ENSG00000276842
ENSG00000235016
ENSG00000120738
ENSG00000130558
ENSG00000142396
ENSG00000111961
ENSG00000269954
ENSG00000125498
ENSG00000255163
ENSG00000264070
ENSG00000211662
ENSG00000235532
ENSG00000260007
ENSG00000184293
ENSG00000139908
ENSG00000185022
ENSG00000137801
ENSG00000162772
ENSG00000140379
ENSG00000267046
ENSG00000183458
ENSG00000244720
ENSG00000250251
ENSG00000167633
ENSG00000144802
ENSG00000168970
ENSG00000255026
ENSG00000229807
ENSG00000149925
ENSG00000237541
ENSG00000198848
ENSG00000261505
ENSG00000272211
ENSG00000239653
ENSG00000225178
ENSG00000154874
ENSG00000244687
ENSG00000278918
ENSG00000242294
ENSG00000185829
ENSG00000181800
ENSG00000247287
ENSG00000160201
ENSG00000188211
ENSG00000173114
ENSG00000157168
ENSG00000180574
ENSG00000135722
ENSG00000185736
ENSG00000258682
ENSG00000258424
ENSG00000229152
ENSG00000227051
ENSG00000221957
ENSG00000130489
ENSG00000218226
ENSG00000271913
ENSG00000133687
ENSG00000275560
ENSG00000246596
ENSG00000124469
ENSG00000205056
ENSG00000118113
ENSG00000278864
ENSG00000082293
