ENSG00000123689
ENSG00000179388
ENSG00000125740
ENSG00000012223
ENSG00000096006
ENSG00000118520
ENSG00000274173
ENSG00000118113
ENSG00000148346
ENSG00000224650
ENSG00000257017
ENSG00000172232
ENSG00000179750
ENSG00000102837
ENSG00000204936
ENSG00000124469
ENSG00000086548
ENSG00000112149
ENSG00000124102
ENSG00000138772
ENSG00000138670
ENSG00000153234
ENSG00000185022
ENSG00000005381
ENSG00000168528
ENSG00000186594
ENSG00000211659
ENSG00000133063
ENSG00000136026
ENSG00000163661
ENSG00000186431
ENSG00000036448
ENSG00000244682
ENSG00000161944
ENSG00000173846
ENSG00000144655
ENSG00000149516
ENSG00000165030
ENSG00000019169
ENSG00000111452
ENSG00000216490
ENSG00000169429
ENSG00000157168
ENSG00000273320
ENSG00000167604
ENSG00000234290
ENSG00000140379
ENSG00000090104
ENSG00000090339
ENSG00000204103
ENSG00000135519
ENSG00000087074
ENSG00000179869
ENSG00000173372
ENSG00000149925
ENSG00000133216
ENSG00000173334
ENSG00000279861
