ENSG00000123689
ENSG00000179388
ENSG00000110203
ENSG00000239839
ENSG00000125740
ENSG00000012223
ENSG00000096006
ENSG00000118520
ENSG00000274173
ENSG00000254789
ENSG00000118113
ENSG00000148346
ENSG00000257017
ENSG00000164821
ENSG00000229314
ENSG00000008438
ENSG00000158578
ENSG00000164047
ENSG00000172232
ENSG00000179750
ENSG00000102837
ENSG00000104918
ENSG00000100985
ENSG00000102010
ENSG00000204936
ENSG00000163221
ENSG00000152766
ENSG00000125780
ENSG00000101425
ENSG00000268734
ENSG00000124469
ENSG00000086548
ENSG00000112149
ENSG00000124102
ENSG00000167434
ENSG00000138772
ENSG00000138670
ENSG00000163993
ENSG00000150337
ENSG00000153234
ENSG00000185022
ENSG00000005381
ENSG00000124107
ENSG00000223609
ENSG00000002933
ENSG00000226091
ENSG00000248712
ENSG00000136810
ENSG00000189337
ENSG00000143546
ENSG00000145491
ENSG00000168528
ENSG00000186594
ENSG00000121552
ENSG00000183087
ENSG00000163421
ENSG00000133063
ENSG00000134827
ENSG00000159496
ENSG00000234506
ENSG00000273837
ENSG00000196502
ENSG00000136026
ENSG00000163220
ENSG00000163661
ENSG00000100300
ENSG00000186431
ENSG00000204020
ENSG00000183762
ENSG00000158825
ENSG00000225217
ENSG00000244682
ENSG00000161944
ENSG00000120306
ENSG00000158792
ENSG00000172322
ENSG00000165886
ENSG00000105501
ENSG00000162444
ENSG00000089169
ENSG00000092758
ENSG00000213373
ENSG00000198216
ENSG00000173846
ENSG00000100448
ENSG00000175806
ENSG00000101460
ENSG00000165626
ENSG00000144655
ENSG00000129295
ENSG00000149516
ENSG00000124588
ENSG00000256660
ENSG00000165030
ENSG00000019169
ENSG00000159339
ENSG00000229391
ENSG00000111452
ENSG00000186205
ENSG00000216490
ENSG00000214530
ENSG00000169429
ENSG00000115828
ENSG00000112053
ENSG00000182117
ENSG00000177706
ENSG00000182310
ENSG00000130881
ENSG00000004939
ENSG00000214212
ENSG00000101439
ENSG00000198734
ENSG00000142583
ENSG00000165178
ENSG00000157168
ENSG00000238113
ENSG00000136999
ENSG00000175928
ENSG00000130598
ENSG00000135636
ENSG00000162551
ENSG00000167604
ENSG00000154447
ENSG00000261662
ENSG00000167552
ENSG00000234290
ENSG00000145431
ENSG00000213949
ENSG00000115590
ENSG00000011422
ENSG00000101474
ENSG00000090104
ENSG00000090339
ENSG00000100504
ENSG00000204103
ENSG00000135519
ENSG00000087074
ENSG00000169692
ENSG00000231233
ENSG00000165457
ENSG00000179869
ENSG00000128512
ENSG00000169994
ENSG00000151650
ENSG00000117115
ENSG00000173372
ENSG00000177666
ENSG00000151715
ENSG00000204482
ENSG00000177156
ENSG00000154589
ENSG00000166523
ENSG00000149925
ENSG00000158869
ENSG00000217555
ENSG00000133216
ENSG00000132965
ENSG00000109743
ENSG00000164124
ENSG00000179094
ENSG00000196118
ENSG00000167705
ENSG00000197956
ENSG00000135404
ENSG00000100365
ENSG00000110446
ENSG00000197405
ENSG00000279861
ENSG00000198736
ENSG00000226742
ENSG00000181404
ENSG00000082014
ENSG00000198019
ENSG00000169084
ENSG00000121316
ENSG00000108405
ENSG00000272106
ENSG00000204397
ENSG00000131669
ENSG00000072954
ENSG00000261416
ENSG00000262370
ENSG00000100906
ENSG00000076356
ENSG00000178719
ENSG00000002549
ENSG00000175274
ENSG00000042493
ENSG00000006327
ENSG00000158517
ENSG00000196189
ENSG00000273748
ENSG00000176597
ENSG00000105352
ENSG00000137767
ENSG00000092036
ENSG00000106565
ENSG00000051523
ENSG00000218809
ENSG00000178814
ENSG00000112799
ENSG00000135838
ENSG00000122862
ENSG00000073737
ENSG00000180539
ENSG00000239653
ENSG00000140287
ENSG00000119121
ENSG00000177191
ENSG00000124731
ENSG00000102007
ENSG00000261471
ENSG00000159720
ENSG00000198833
ENSG00000162747
ENSG00000115129
ENSG00000148655
ENSG00000112303
ENSG00000182487
ENSG00000104870
ENSG00000154330
ENSG00000159128
ENSG00000160883
ENSG00000180891
ENSG00000085514
ENSG00000126759
ENSG00000100284
ENSG00000135124
ENSG00000085871
ENSG00000163563
ENSG00000148180
ENSG00000018280
ENSG00000070371
ENSG00000109113
ENSG00000213903
ENSG00000183688
ENSG00000151491
ENSG00000157227
ENSG00000261222
ENSG00000102882
ENSG00000197249
ENSG00000116663
ENSG00000229644
ENSG00000137462
ENSG00000163931
ENSG00000144802
ENSG00000134243
ENSG00000091262
ENSG00000012779
ENSG00000138738
ENSG00000205155
ENSG00000119655
ENSG00000185000
ENSG00000198121
ENSG00000030582
ENSG00000067836
ENSG00000239998
ENSG00000248429
ENSG00000085265
ENSG00000196549
ENSG00000272758
ENSG00000213073
ENSG00000187796
ENSG00000219200
ENSG00000223825
ENSG00000169245
ENSG00000105767
ENSG00000274272
ENSG00000106772
ENSG00000100024
ENSG00000166527
ENSG00000248810
ENSG00000068001
ENSG00000284526
ENSG00000167210
ENSG00000135218
ENSG00000038945
ENSG00000149573
ENSG00000008394
ENSG00000185862
ENSG00000160211
ENSG00000110077
ENSG00000162882
ENSG00000254901
ENSG00000111181
ENSG00000138119
ENSG00000179542
